id,question_type,question_text,subject,grade,grade_level,region,topic,subtopic,learning_objective,blooms_level,difficulty_level,difficulty_rating,options,explanation,generation_metadata,created_at,updated_at,rownumber,summary
62725,drag_drop,"Banana boxes each hold 275 bananas. Some totals are close together, so check carefully and place each total with the correct rule.",math,,grade 5,global,Multi-Digit Operations,Multi-Digit Multiplication,Students can apply multiplication to solve real-world problems,analyze,hard,4.0,[],"275×4=1,100, 275×5=1,375, 275×6=1,650, and 275×7=1,925.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""1,650""},{""id"":""item_2"",""label"":""1,100""},{""id"":""item_3"",""label"":""1,925""},{""id"":""item_4"",""label"":""1,375""}],""labels"":{""end"":null,""start"":null,""instruction"":""Match each banana total to its multiplication card.""},""targets"":[{""id"":""target_1"",""label"":""275 × 4""},{""id"":""target_2"",""label"":""275 × 5""},{""id"":""target_3"",""label"":""275 × 6""},{""id"":""target_4"",""label"":""275 × 7""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_3""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_4""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T10:59:31.898Z,2026-05-21T10:59:32.002Z,854,drag_drop for Multi-Digit Operations
69843,drag_drop,These classroom cards show quotients with remainders. Sort them by whether the decimal form of the remainder is exact to the thousandths place or not exact to the thousandths place.,math,,grade 5,global,Multi-Digit Operations,Long Division,Students can interpret remainders and express them as fractions or decimals,evaluate,hard,4.0,[],"53 ÷ 8 leaves 5, so 5/8 = 0.625, exact to thousandths. 44 ÷ 6 leaves 2, so 2/6 = 1/3 = 0.333..., not exact. 67 ÷ 20 leaves 7, so 7/20 = 0.35, exact. 29 ÷ 12 leaves 5, so 5/12 = 0.4166..., not exact. 38 ÷ 16 leaves 6, so 6/16 = 3/8 = 0.375, exact.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""53 ÷ 8""},{""id"":""item_2"",""label"":""44 ÷ 6""},{""id"":""item_3"",""label"":""67 ÷ 20""},{""id"":""item_4"",""label"":""29 ÷ 12""},{""id"":""item_5"",""label"":""38 ÷ 16""}],""labels"":{""end"":null,""start"":null,""instruction"":""Sort each card by how its decimal remainder behaves.""},""targets"":[{""id"":""target_1"",""label"":""Exact to thousandths place""},{""id"":""target_2"",""label"":""Not exact to thousandths place""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""},{""itemId"":""item_5"",""targetId"":""target_1""}]}",2026-05-21T11:01:44.068Z,2026-05-21T11:01:44.149Z,855,drag_drop for Multi-Digit Operations
19182,mcq,Choose the correct HCF of 4 and 10.,math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the highest common factor of two or more numbers,remember,easy,1.0,"[{""text"":""1"",""correct"":false},{""text"":""2"",""correct"":true},{""text"":""4"",""correct"":false},{""text"":""5"",""correct"":false}]","The common factors of 4 and 10 are 1 and 2. The highest common factor is 2. 4 is not a factor of 10, and 5 is not a factor of 4.","{""focus"":""Find the HCF of two numbers"",""grade"":5,""topic"":""Factors, Multiples & Primes"",""subject"":""Maths"",""subtopic"":""HCF & LCM"",""questionType"":""mcq"",""questionNumber"":""Q49"",""learning_objective"":""Students can find the highest common factor of two or more numbers""}",2026-05-21T10:41:31.367Z,2026-05-21T10:41:31.438Z,856,"mcq for Factors, Multiples & Primes"
21279,mcq,Choose the correct result for the highest common factor of 24 and 36.,math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can apply HCF and LCM to solve real-world problems,apply,easy,1.0,"[{""text"":""6"",""correct"":false},{""text"":""12"",""correct"":true},{""text"":""24"",""correct"":false},{""text"":""60"",""correct"":false}]","Common factors of 24 and 36 include 1, 2, 3, 4, 6, 12. The greatest common factor is 12.","{""focus"":""HCF of two numbers"",""grade"":5,""topic"":""Factors, Multiples & Primes"",""subject"":""Maths"",""subtopic"":""HCF & LCM"",""questionType"":""mcq"",""questionNumber"":""Q51"",""learning_objective"":""Students can apply HCF and LCM to solve real-world problems""}",2026-05-21T10:46:48.817Z,2026-05-21T10:46:48.995Z,857,"mcq for Factors, Multiples & Primes"
21256,mcq,Select the true statement about the highest common factor of 10 and 25.,math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can apply HCF and LCM to solve real-world problems,understand,easy,1.0,"[{""text"":""The HCF is 2."",""correct"":false},{""text"":""The HCF is 5."",""correct"":true},{""text"":""The HCF is 10."",""correct"":false},{""text"":""The HCF is 35."",""correct"":false}]","Factors of 10 are 1, 2, 5, 10 and factors of 25 are 1, 5, 25. The greatest common factor is 5.","{""focus"":""HCF fact"",""grade"":5,""topic"":""Factors, Multiples & Primes"",""subject"":""Maths"",""subtopic"":""HCF & LCM"",""questionType"":""mcq"",""questionNumber"":""Q32"",""learning_objective"":""Students can apply HCF and LCM to solve real-world problems""}",2026-05-21T10:46:48.490Z,2026-05-21T10:46:48.604Z,858,"mcq for Factors, Multiples & Primes"
21311,mcq,"A teacher has 14 chocolate bars and 21 juice boxes. She wants to make the greatest possible number of identical party sets, using everything. How many sets can she make?",math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can apply HCF and LCM to solve real-world problems,apply,medium,2.0,"[{""text"":""3"",""correct"":false},{""text"":""7"",""correct"":true},{""text"":""14"",""correct"":false},{""text"":""42"",""correct"":false}]","To make the greatest number of identical sets using all items, use the HCF of 14 and 21. Factors of 14 are 1, 2, 7, 14. Factors of 21 are 1, 3, 7, 21. The greatest common factor is 7, so she can make 7 sets. Then each set would have 2 chocolate bars and 3 juice boxes.","{""focus"":""Representing HCF situation"",""grade"":5,""topic"":""Factors, Multiples & Primes"",""subject"":""Maths"",""subtopic"":""HCF & LCM"",""questionType"":""mcq"",""questionNumber"":""Q85"",""learning_objective"":""Students can apply HCF and LCM to solve real-world problems""}",2026-05-21T10:46:49.218Z,2026-05-21T10:46:49.450Z,859,"mcq for Factors, Multiples & Primes"
19248,mcq,"A noticeboard shows: HCF of 20, 30, and 50 is 20 because 20 is a factor of the first number. Decide what is incorrect.",math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the highest common factor of two or more numbers,analyze,medium,3.0,"[{""text"":""20 is not a factor of 20."",""correct"":false},{""text"":""20 does not divide 30 or 50, so it cannot be the HCF of all three numbers."",""correct"":true},{""text"":""20, 30, and 50 have no common factor."",""correct"":false},{""text"":""The HCF should be 50 because it is largest."",""correct"":false}]","An HCF of three numbers must divide each one. 20 does not divide 30 or 50 exactly, so it cannot be the HCF. The actual HCF is 10.","{""focus"":""error_correction"",""grade"":5,""topic"":""Factors, Multiples & Primes"",""subject"":""Maths"",""subtopic"":""HCF & LCM"",""questionType"":""mcq"",""questionNumber"":""Q116"",""learning_objective"":""Students can find the highest common factor of two or more numbers""}",2026-05-21T10:41:34.919Z,2026-05-21T10:41:34.990Z,860,"mcq for Factors, Multiples & Primes"
19265,mcq,"To make the greatest possible number of identical albums with 66 stickers and 90 photos, a worked method lists these common factors: 1, 2, 3, 6. Which statement correctly judges the method?",math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the highest common factor of two or more numbers,analyze,hard,5.0,"[{""text"":""The method is correct because 6 is common, so it must be the HCF."",""correct"":false},{""text"":""The method is incomplete because it stops too soon; 66 = 6 × 11 and 90 = 6 × 15, and 11 and 15 have no common factor greater than 1, so the HCF is 6."",""correct"":true},{""text"":""The method is wrong because 3 is always the HCF when both numbers are divisible by 3."",""correct"":false},{""text"":""The method is wrong because 10 is larger than 6 and divides 90, so 10 must be the HCF."",""correct"":false}]","A hard part of HCF work is showing that no larger common factor exists. The list 1, 2, 3, 6 gives common factors, but by itself it does not explain why the search can stop. Divide both numbers by 6: 66 = 6 × 11 and 90 = 6 × 15. Since 11 and 15 have no common factor greater than 1, 6 cannot be multiplied by another common factor, so 6 is the HCF. Option A is too weak because finding a common factor does not prove it is greatest. Option C is false because 6 is greater than 3 and still common. Option D is false because 10 does not divide 66.","{""focus"":""compare_methods"",""grade"":5,""topic"":""Factors, Multiples & Primes"",""subject"":""Maths"",""subtopic"":""HCF & LCM"",""questionType"":""mcq"",""questionNumber"":""Q5"",""learning_objective"":""Students can find the highest common factor of two or more numbers""}",2026-05-21T10:41:35.565Z,2026-05-21T10:41:35.635Z,861,"mcq for Factors, Multiples & Primes"
19141,mcq,"Choose the correct result for this school bell plan: one bell rings every 18 minutes and another rings every 24 minutes. Both ring together at 8:00 a.m. The electricity is off from 9:10 a.m. to 9:50 a.m., so any shared ringing during that time cannot be heard. A notice says, ""The next time both bells can be heard together after 8:00 a.m. is 10:24 a.m. because 18 + 24 = 42 minutes, and 8:00 plus 42 minutes after the blackout ends gives 10:24."" Which option gives the best judgment?",math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the lowest common multiple of two or more numbers,evaluate,hard,3.0,"[{""text"":""The notice is correct; the next shared ringing that can be heard is 10:24 a.m."",""correct"":false},{""text"":""The notice is wrong; the bells ring together every 42 minutes, so the next shared ringing that can be heard is 10:32 a.m."",""correct"":false},{""text"":""The notice is wrong; the bells ring together every 72 minutes, so after 8:00 a.m. the shared times are 9:12 a.m. and 10:24 a.m., and 10:24 a.m. is the first one after the blackout."",""correct"":true},{""text"":""The notice is wrong; the bells ring together every 72 minutes, so the next shared ringing that can be heard is 9:12 a.m."",""correct"":false}]","The correct option is the one saying the bells ring together every 72 minutes and the first shared ringing after the blackout is 10:24 a.m. The least common multiple of 18 and 24 is 72, not 42. Multiples of 18 and 24 meet at 72: 18, 36, 54, 72 and 24, 48, 72. Starting from 8:00 a.m., shared ringing happens at 9:12 a.m., then 10:24 a.m. The 9:12 a.m. ringing is during the electricity-off time from 9:10 a.m. to 9:50 a.m., so it cannot be heard. That makes 10:24 a.m. the first shared ringing that can be heard after 8:00 a.m. Option A uses the wrong method of adding 18 and 24. Option B also uses 42 minutes, which is not the LCM. Option D finds the correct LCM but ignores the blackout condition.","{""focus"":""evaluate a claim using LCM with a blackout constraint in a real-world context"",""grade"":5,""topic"":""Factors, Multiples & Primes"",""subject"":""Maths"",""subtopic"":""HCF & LCM"",""questionType"":""mcq"",""questionNumber"":""Q21"",""learning_objective"":""Students can find the lowest common multiple of two or more numbers""}",2026-05-21T10:41:29.138Z,2026-05-21T10:41:29.214Z,862,"mcq for Factors, Multiples & Primes"
55085,fitb,The greatest common factor of 20 and 30 is ____.,math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the highest common factor of two or more numbers,remember,easy,1.0,[],"Common factors of 20 and 30 are 1, 2, 5, and 10. The greatest common factor is 10.","{""hint"":null,""answer"":""10"",""caseSensitive"":false,""acceptableAnswers"":[""10""]}",2026-05-21T10:57:07.777Z,2026-05-21T10:57:07.877Z,863,"fitb for Factors, Multiples & Primes"
65136,fitb,"A coin shows every 3 moves, a gem every 4 moves, and a key every 6 moves. They all match on move ____.",math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the lowest common multiple of two or more numbers,apply,medium,3.0,[],"The common multiples of 3, 4, and 6 begin at 12. So the lowest common multiple is 12.","{""hint"":""First find a common multiple of 3 and 4, then check if 6 also divides it."",""answer"":""12"",""caseSensitive"":false,""acceptableAnswers"":[""12""]}",2026-05-21T11:00:13.887Z,2026-05-21T11:00:13.978Z,864,"fitb for Factors, Multiples & Primes"
65135,fitb,A coin appears every 4 turns and a gem appears every 6 turns. They appear together first on turn ____.,math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the lowest common multiple of two or more numbers,apply,medium,3.0,[],"Multiples of 4 are 4, 8, 12, 16 and multiples of 6 are 6, 12, 18. The first common multiple is 12.","{""hint"":null,""answer"":""12"",""caseSensitive"":false,""acceptableAnswers"":[""12""]}",2026-05-21T11:00:13.885Z,2026-05-21T11:00:13.962Z,865,"fitb for Factors, Multiples & Primes"
63037,fitb,There are 18 notebooks and 30 pencils for prize bags. The greatest number of identical prize bags that can be made is ____.,math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can apply HCF and LCM to solve real-world problems,apply,hard,4.0,[],"The greatest common factor of 18 and 30 is 6, so 6 identical prize bags can be made.","{""hint"":""Look for the greatest number that divides 18 and 30 exactly."",""answer"":""6"",""caseSensitive"":false,""acceptableAnswers"":[""6""]}",2026-05-21T10:59:37.798Z,2026-05-21T10:59:37.970Z,866,"fitb for Factors, Multiples & Primes"
55100,drag_drop,Sort these number cards to show the HCF of 16 and 24.,math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the highest common factor of two or more numbers,remember,easy,1.0,[],"The common factors of 16 and 24 are 1, 2, 4, and 8. The greatest of these is 8, so the HCF is 8.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""1""},{""id"":""item_2"",""label"":""2""},{""id"":""item_3"",""label"":""4""},{""id"":""item_4"",""label"":""8""}],""labels"":{""end"":null,""start"":null,""instruction"":""Put only the greatest common factor in the HCF box.""},""targets"":[{""id"":""target_1"",""label"":""Common factors""},{""id"":""target_2"",""label"":""HCF""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T10:57:08.033Z,2026-05-21T10:57:08.161Z,867,"drag_drop for Factors, Multiples & Primes"
41656,drag_drop,"Drag each choice into the correct group: A bell rings every 2 minutes and another bell rings every 7 minutes. If both bells ring now, after how many minutes will they next ring together.",math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the lowest common multiple of two or more numbers,apply,medium,2.0,[],"The next time both bells ring together is the least common multiple of 2 and 7. Multiples of 2 are 2, 4, 6, 8, 10, 12, 14 and multiples of 7 are 7, 14. The first common multiple is 14, so they next ring together after 14 minutes. 7 is only a multiple of 7, and 21 is a common multiple of 7 and 3, not of 2 and 7.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""7 minutes""},{""id"":""item_2"",""label"":""9 minutes""},{""id"":""item_3"",""label"":""14 minutes""},{""id"":""item_4"",""label"":""21 minutes""}],""targets"":[{""id"":""target_1"",""label"":""Correct answer""},{""id"":""target_2"",""label"":""Not correct""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}],""scoringGuidance"":""The next time both bells ring together is the least common multiple of 2 and 7. Multiples of 2 are 2, 4, 6, 8, 10, 12, 14 and multiples of 7 are 7, 14. The first common multiple is 14, so they next ring together after 14 minutes. 7 is only a multiple of 7, and 21 is a common multiple of 7 and 3, not of 2 and 7.""}",2026-05-21T10:53:07.505Z,2026-05-21T10:53:07.732Z,868,"drag_drop for Factors, Multiples & Primes"
55118,drag_drop,"On the treasure map, sort each number into the chest that matches its HCF with both 18 and 30. Use the common factor that is greatest for each card.",math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the highest common factor of two or more numbers,analyze,hard,5.0,[],"Find the HCF of all three numbers. HCF(18,30,42)=6, HCF(18,30,54)=6, HCF(18,30,45)=3, and HCF(18,30,63)=3.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""42""},{""id"":""item_2"",""label"":""54""},{""id"":""item_3"",""label"":""45""},{""id"":""item_4"",""label"":""63""}],""labels"":{""end"":null,""start"":null,""instruction"":""Drag each map card to the chest with the correct HCF.""},""targets"":[{""id"":""target_1"",""label"":""HCF of 18, 30 and the card is 6""},{""id"":""target_2"",""label"":""HCF of 18, 30 and the card is 3""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_2""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T10:57:08.345Z,2026-05-21T10:57:08.642Z,869,"drag_drop for Factors, Multiples & Primes"
55114,drag_drop,"At the market, each rule card shows the HCF of a pair. Drag the pair cards into order from smallest HCF to largest HCF.",math,,grade 5,global,"Factors, Multiples & Primes",HCF & LCM,Students can find the highest common factor of two or more numbers,analyze,hard,4.0,[],"The HCFs are: (14,21)=7, (16,24)=8, (18,30)=6, and (27,36)=9. So the order from smallest to largest HCF is (18,30), (14,21), (16,24), (27,36).","{""mode"":""order"",""items"":[{""id"":""item_1"",""label"":""14 and 21""},{""id"":""item_2"",""label"":""16 and 24""},{""id"":""item_3"",""label"":""18 and 30""},{""id"":""item_4"",""label"":""27 and 36""}],""labels"":{""end"":""Largest HCF"",""start"":""Smallest HCF"",""instruction"":""Drag each pair card into the correct position.""},""targets"":[{""id"":""target_1"",""label"":""1""},{""id"":""target_2"",""label"":""2""},{""id"":""target_3"",""label"":""3""},{""id"":""target_4"",""label"":""4""}],""answerKey"":[{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_4""}]}",2026-05-21T10:57:08.337Z,2026-05-21T10:57:08.636Z,870,"drag_drop for Factors, Multiples & Primes"
19351,mcq,"A painter covers 2/5 of a wall each hour. After 3 hours, choose the fraction of a wall covered.",math,,grade 5,global,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,apply,easy,1.0,"[{""text"":""6/5"",""correct"":true},{""text"":""5/6"",""correct"":false},{""text"":""2/15"",""correct"":false},{""text"":""6/15"",""correct"":false}]","At 2/5 of a wall each hour for 3 hours, the amount covered is 3 × 2/5 = 6/5. The wrong choices come from reversing the fraction or multiplying the denominator incorrectly.","{""focus"":""multiplication"",""grade"":5,""topic"":""Fraction Arithmetic"",""subject"":""Maths"",""subtopic"":""Multiplying Fractions"",""questionType"":""mcq"",""questionNumber"":""Q13"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction""}",2026-05-21T10:41:40.406Z,2026-05-21T10:41:40.558Z,871,mcq for Fraction Arithmetic
47233,mcq,Decide which claim about 5 ÷ 1/4 is true.,math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,understand,easy,1.0,"[{""text"":""It equals 20 because 5 wholes contain 20 fourths."",""correct"":true},{""text"":""It equals 9 because 5 and 4 make 9."",""correct"":false},{""text"":""It equals 1 1/4 because dividing makes smaller answers every time."",""correct"":false},{""text"":""It equals 4 because there are 4 fourths in any number."",""correct"":false}]","5 ÷ 1/4 asks how many fourths are in 5 wholes. Each whole has 4 fourths, so 5 wholes have 20 fourths. The true claim is that it equals 20.","{""focus"":""division"",""grade"":5,""topic"":""Fraction Arithmetic"",""subject"":""Maths"",""subtopic"":""Dividing Fractions"",""questionType"":""mcq"",""questionNumber"":""Q57"",""learning_objective"":""Students can represent and solve fraction division using diagrams""}",2026-05-21T10:54:46.095Z,2026-05-21T10:54:46.306Z,872,mcq for Fraction Arithmetic
19429,mcq,Choose the equation that matches this question: How many fourths are in 3 wholes?,math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,understand,easy,1.0,"[{""text"":""3 ÷ 4"",""correct"":false},{""text"":""3 × 1/4"",""correct"":false},{""text"":""3 ÷ 1/4"",""correct"":true},{""text"":""1/4 ÷ 3"",""correct"":false}]",How many fourths are in 3 wholes is written as 3 ÷ 1/4. The other equations represent different ideas.,"{""focus"":""division"",""grade"":5,""topic"":""Fraction Arithmetic"",""subject"":""Maths"",""subtopic"":""Dividing Fractions"",""questionType"":""mcq"",""questionNumber"":""Q30"",""learning_objective"":""Students can represent and solve fraction division using diagrams""}",2026-05-21T10:41:44.381Z,2026-05-21T10:41:44.461Z,873,mcq for Fraction Arithmetic
47265,mcq,A recipe uses 2/5 cup of yogurt for one smoothie. Liam makes 3/4 of the recipe. How much yogurt does he use? Write the amount in simplest form.,math,,grade 5,global,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,apply,medium,3.0,"[{""text"":""3/10 cup"",""correct"":true},{""text"":""5/9 cup"",""correct"":false},{""text"":""2/3 cup"",""correct"":false},{""text"":""1/10 cup"",""correct"":false}]","To find 3/4 of 2/5 cup, multiply the fractions: 2/5 × 3/4 = 6/20. Simplify 6/20 by dividing numerator and denominator by 2 to get 3/10 cup. So 3/10 cup is correct. 5/9 comes from adding parts instead of multiplying. 2/3 comes from simplifying the wrong fraction, 6/9. 1/10 comes from multiplying only part of the expression.","{""focus"":""multi_step_application"",""grade"":5,""topic"":""Fraction Arithmetic"",""subject"":""Maths"",""subtopic"":""Multiplying Fractions"",""questionType"":""mcq"",""questionNumber"":""Q21"",""learning_objective"":""Students can multiply a fraction by a whole number and a fraction by a fraction""}",2026-05-21T10:54:46.751Z,2026-05-21T10:54:46.843Z,874,mcq for Fraction Arithmetic
47235,mcq,"On a bar model cut into fourths, what does 7/4 ÷ 1/2 mean, and what is the result?",math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,understand,medium,3.0,"[{""text"":""It asks how many halves fit into 7/4, and the answer is 3 1/2."",""correct"":true},{""text"":""It asks how many fourths fit into 1/2, and the answer is 7/4."",""correct"":false},{""text"":""It asks how many wholes fit into 7/4, and the answer is 1 3/4."",""correct"":false},{""text"":""It asks how many halves fit into 7/4, and the answer is 7/8."",""correct"":false}]","A half is 2/4. So 7/4 ÷ 1/2 asks how many 2/4 groups fit into 7/4. There are 3 full 2/4 groups in 6/4, with 1/4 left, and that leftover is half of another 2/4 group. So the total is 3 1/2. The other choices reverse the division or use the wrong unit.","{""focus"":""representation_translation"",""grade"":5,""topic"":""Fraction Arithmetic"",""subject"":""Maths"",""subtopic"":""Dividing Fractions"",""questionType"":""mcq"",""questionNumber"":""Q67"",""learning_objective"":""Students can represent and solve fraction division using diagrams""}",2026-05-21T10:54:46.294Z,2026-05-21T10:54:46.483Z,875,mcq for Fraction Arithmetic
47253,mcq,"A diagram for a packing story shows 1 7/8 kilograms of trail mix partitioned into sixteenths. One equation says, ""1 7/8 ÷ 3/16 = 10"" because the diagram counts how many 3/16-kilogram bags fit into the total. Another equation says, ""1 7/8 ÷ 16 = 3/16"" because the trail mix is marked in sixteenths. Which equation correctly matches the story?",math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,apply,hard,4.0,"[{""text"":""1 7/8 ÷ 3/16 = 10, because the diagram counts groups of size 3/16 in 1 7/8."",""correct"":true},{""text"":""1 7/8 ÷ 16 = 3/16, because partitioning into sixteenths means divide by 16."",""correct"":false},{""text"":""3/16 ÷ 1 7/8 = 2/15, because the bag size should be divided by the total."",""correct"":false},{""text"":""1 7/8 - 3/16 = 1 11/16, because one subtraction gives the number of bags."",""correct"":false}]","The story asks how many bags of size 3/16 kilogram can be filled from 1 7/8 kilograms, so the correct equation is 1 7/8 ÷ 3/16. In sixteenths, 1 7/8 = 30/16. A diagram would count how many groups of 3/16 fit into 30/16, and 30 ÷ 3 = 10. Dividing by 16 only counts tiny pieces, not bags of size 3/16. Reversing the numbers or subtracting once does not answer the story question.","{""focus"":""operation_reasoning"",""grade"":5,""topic"":""Fraction Arithmetic"",""subject"":""Maths"",""subtopic"":""Dividing Fractions"",""questionType"":""mcq"",""questionNumber"":""Q144"",""learning_objective"":""Students can represent and solve fraction division using diagrams""}",2026-05-21T10:54:46.490Z,2026-05-21T10:54:46.692Z,876,mcq for Fraction Arithmetic
19545,mcq,"A fabric strip is 2 1/8 meters long. Patches each need 1/4 meter. If a diagram is partitioned into eighths, what does the quotient 2 1/8 ÷ 1/4 = 8 1/2 mean?",math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,analyze,hard,4.0,"[{""text"":""The strip contains 8 full lengths of 1/4 meter and half of another 1/4-meter length."",""correct"":true},{""text"":""The strip can make 8 1/2 complete patches with no leftover fabric."",""correct"":false},{""text"":""The strip contains 7 7/8 lengths of 1/4 meter because the eighths should be subtracted."",""correct"":false},{""text"":""The strip contains 17/32 lengths of 1/4 meter because the fractions should be multiplied."",""correct"":false}]","In eighths, 2 1/8 = 17/8 and 1/4 = 2/8. So the problem asks how many groups of 2/8 fit into 17/8. That is 17 ÷ 2 = 8 1/2. This means there are 8 full quarter-meter lengths and half of another quarter-meter length. It does not mean 8 1/2 complete patches are already cut with no leftover.","{""focus"":""multi_constraint_problem"",""grade"":5,""topic"":""Fraction Arithmetic"",""subject"":""Maths"",""subtopic"":""Dividing Fractions"",""questionType"":""mcq"",""questionNumber"":""Q147"",""learning_objective"":""Students can represent and solve fraction division using diagrams""}",2026-05-21T10:41:50.708Z,2026-05-21T10:41:50.782Z,877,mcq for Fraction Arithmetic
70422,fitb,A picture shows 2 wholes and each whole is split into sixths. This models 2 ÷ 1/6 = ____.,math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,apply,easy,2.0,[],"Each whole has 6 sixths, so 2 wholes have 12 sixths.","{""hint"":null,""answer"":""12"",""caseSensitive"":false,""acceptableAnswers"":[""12"",""twelve""]}",2026-05-21T11:01:54.568Z,2026-05-21T11:01:54.671Z,878,fitb for Fraction Arithmetic
65378,fitb,"A garden path is 2/5 km long, and walking it 7 times covers ____ km.",math,,grade 5,global,Fraction Arithmetic,Multiplying Fractions,Students can solve word problems involving multiplication of fractions,apply,medium,3.0,[],Multiply 2/5 by 7: 2/5 × 7 = 14/5 = 2 4/5 km.,"{""hint"":null,""answer"":""2 4/5"",""caseSensitive"":false,""acceptableAnswers"":[""2 4/5"",""14/5""]}",2026-05-21T11:00:18.171Z,2026-05-21T11:00:18.345Z,879,fitb for Fraction Arithmetic
59771,fitb,A block bin is filled to 4/7 of its capacity. Packing 2/3 of that filled part gives ____.,math,,grade 5,global,Fraction Arithmetic,Multiplying Fractions,Students can multiply a fraction by a whole number and a fraction by a fraction,analyze,medium,3.0,[],Multiply 2/3 × 4/7 = 8/21.,"{""hint"":""Find 2/3 of 4/7 by multiplying."",""answer"":""8/21"",""caseSensitive"":false,""acceptableAnswers"":[""8/21""]}",2026-05-21T10:58:31.421Z,2026-05-21T10:58:31.505Z,880,fitb for Fraction Arithmetic
70439,fitb,"A strip diagram has 5/4 metres of ribbon, with each piece 1/2 metre long. The number of pieces is ____.",math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,apply,hard,4.0,[],"Divide 5/4 by 1/2. Since halves are 2/4, 5/4 contains 2 full halves and 1 more quarter, which is half of a half, so the quotient is 2 1/2.","{""hint"":""Think of 1/2 as 2/4 and count how many fit into 5/4."",""answer"":""2 1/2"",""caseSensitive"":false,""acceptableAnswers"":[""2 1/2"",""2.5"",""5/2"",""2½""]}",2026-05-21T11:01:54.942Z,2026-05-21T11:01:55.066Z,881,fitb for Fraction Arithmetic
